"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","protein binding","GO:0005515","false","1.8572283905993286e-8","7.731134686094392","14811","246","222","20139","HPX,C3,MYH2,APOB,ACTN2,A2M,MYH1,MYH7,CFH,CKM,AHNAK,SERPINA1,ALDOA,CP,PYGM,MYH8,TNXB,TXN,DSG3,FLNC,GC,LUM,TTR,DSC2,MYH3,APOA1,TPM1,GSTP1,SBSN,ENO2,APOH,SERPINB5,IVL,CRNN,SERPINB3,LYPD3,SPRR3,KNG1,SPRR1A,ITIH1,PPL,CFB,UGP2,ALDOC,PYGB,SERPINC1,IGHG2,SERPINB4,MYBPC1,ITIH4,SPINK5,KRT4,CA3,SOD1,PGM1,F13A1,ECM1,AMBP,TNNC1,ITIH2,F2,SOD3,DCN,PGLYRP2,APOA2,CDH1,SERPINB1,SERPINA3,RBP4,C5,COL3A1,VWF,CAST,CFI,HRG,TNNC2,AKR1B10,LRG1,THBS4,KLHL41,ADH7,ABI3BP,SERPINF1,CD109,SERPINB13,COMP,C9,CLEC3B,C8B,CRYAB,PCOLCE,CD163,CSTA,FHL1,LTBP4,CKB,C8A,AHNAK2,CSPG4,TPPP3,ACO1,TIMP1,ALDH3A1,COL1A2,MAP4,EVPL,NIBAN2,C6,S100A1,AGT,SPTB,SPTA1,MYOM3,SPINT1,LTBP2,COL18A1,PDLIM5,C7,C8G,NECTIN4,BIN1,C2,SLC9A3R1,ANK1,GLO1,CRISP3,TWF2,SPARC,SELL,PFKM,C1S,CPN2,CFHR2,TRIM72,KLK13,KLKB1,SERPINF2,CES1,PDLIM3,CD55,TNNI1,AKR1C1,CD14,RCN3,PTPRF,GBE1,PDLIM1,OGN,NACA,GPC1,TWF1,ALCAM,CST3,ACAT2,SERBP1,CDH13,TBCA,MRC2,MRC1,KPNA4,CRK,CLTB,KCTD12,BCHE,CBR3,PTPA,PDAP1,TMPO,NCCRP1,GSTM2,GLUL,YBX1,PI16,ITIH3,ARPC1A,PTGFRN,HSPB6,CDC37,PTGR1,CADM4,DCTN2,PLXDC2,SAFB,LCAT,ADD1,KLK8,SERPINB6,TJP1,EIF3J,CFP,SFRP2,PEA15,NUCKS1,LDLR,F9,ABHD14B,ADIPOQ,PPP2R2A,MXRA5,ARHGAP1,LGALSL,PAK2,PHPT1,TACC2,SHMT1,UFM1,EFNB1,COPS2,API5,H2AZ1,SDCBP2,NIBAN1,PTPN11,HP1BP3,VWA5A,TIMP2,PCBD1,APOC3,RBBP9,TOM1,NOLC1,MYLK"
"GO:MF","cell adhesion molecule binding","GO:0050839","true","2.3262834782031832e-8","7.633337363761537","559","246","29","20139","ACTN2,AHNAK,ALDOA,TNXB,DSC2,PPL,CDH1,COL3A1,VWF,CAST,THBS4,COMP,LTBP4,EVPL,NIBAN2,PDLIM5,TWF2,PTPRF,PDLIM1,TWF1,SERBP1,CDH13,TMPO,ADD1,TJP1,SFRP2,ARHGAP1,PAK2,PTPN11"
"GO:MF","structural molecule activity","GO:0005198","false","6.614251021165444e-8","7.1795193269550825","1102","246","41","20139","ACTN2,AHNAK,MYH8,TNXB,LUM,TPM1,SPRR3,MYL1,SPRR1B,SPRR1A,PPL,MYBPC1,KRT4,ECM1,DCN,COL3A1,VWF,ABI3BP,COMP,CRYAB,PCOLCE,LTBP4,COL1A2,MAP4,EVPL,SPTB,SPTA1,LTBP2,COL18A1,ANK1,SPARC,PGM5,OGN,CILP,CLTB,HSPB6,ADD1,ADIPOQ,MXRA5,H2AZ1,HP1BP3"
"GO:MF","molecular function regulator activity","GO:0098772","false","1.5324935379117285e-7","6.814601348101681","2125","246","60","20139","C3,A2M,SERPINA1,TTR,AHSG,A2ML1,APOA1,GSTP1,APOH,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,AMBP,ITIH2,F2,APOA2,SERPINB1,SERPINA3,C5,CAST,HRG,THBS4,ADH7,SERPINF1,CD109,SERPINB13,SERPIND1,PCOLCE,CSTA,TIMP1,AGT,SPINT1,BIN1,SLC9A3R1,CPN2,SERPINF2,SERPINA7,OGN,CST3,PTPA,PI16,ITIH3,CDC37,SERPINB6,SFRP2,ADIPOQ,PPP2R2A,ARHGAP1,PAK2,PHPT1,EFNB1,PPP1R14B,TIMP2,APOC3,NOLC1"
"GO:MF","actin filament binding","GO:0051015","false","3.785732096569116e-7","6.421850122833509","210","246","17","20139","MYH2,ACTN2,MYH1,MYH7,MYH8,FLNC,MYH3,TPM1,TNNC1,SPTB,SPTA1,BIN1,TWF2,TWF1,ARPC1A,ADD1,PHPT1"
"GO:MF","sulfur compound binding","GO:1901681","false","4.0699091179464157e-7","6.390415288567176","270","246","19","20139","APOB,CFH,TNXB,GSTP1,APOH,KNG1,SERPINC1,F2,SOD3,HRG,THBS4,ABI3BP,COMP,SERPIND1,CLEC3B,PCOLCE,LTBP2,SELL,PTPRF"
"GO:MF","cytoskeletal protein binding","GO:0008092","false","6.445661283231505e-7","6.190732520215015","998","246","37","20139","MYH2,ACTN2,MYH1,MYH7,ALDOA,MYH8,FLNC,GC,MYH3,TPM1,ALDOC,MYBPC1,TNNC1,CDH1,TNNC2,CRYAB,TPPP3,MAP4,SPTB,SPTA1,PDLIM5,BIN1,SLC9A3R1,ANK1,TWF2,PDLIM3,TNNI1,PDLIM1,TWF1,TBCA,CRK,ARPC1A,DCTN2,ADD1,PHPT1,TOM1,MYLK"
"GO:MF","cysteine-type endopeptidase inhibitor activity","GO:0004869","false","0.000006461410356907408","5.189672676529675","38","246","8","20139","AHSG,SERPINB3,KNG1,CAST,HRG,SERPINB13,CSTA,CST3"
"GO:MF","cadherin binding","GO:0045296","false","0.000013793240321082223","4.860333696967298","335","246","19","20139","AHNAK,ALDOA,PPL,CDH1,CAST,EVPL,NIBAN2,PDLIM5,TWF2,PDLIM1,TWF1,SERBP1,CDH13,TMPO,ADD1,TJP1,ARHGAP1,PAK2,PTPN11"
"GO:MF","protein-containing complex binding","GO:0044877","false","0.000014853054985172385","4.828184211212184","1761","246","49","20139","MYH2,ACTN2,MYH1,MYH7,MYH8,TNXB,FLNC,LUM,MYH3,APOA1,TPM1,AMBP,TNNC1,APOA2,COL3A1,VWF,HRG,THBS4,ABI3BP,COMP,C8B,CRYAB,PCOLCE,LTBP4,C8A,SPTB,SPTA1,C8G,BIN1,SLC9A3R1,ANK1,TWF2,SPARC,PTPRF,TWF1,SERBP1,CDH13,MRC2,ARPC1A,DCTN2,SAFB,ADD1,SFRP2,NUCKS1,LDLR,PHPT1,H2AZ1,PTPN11,HP1BP3"
"GO:MF","high-density lipoprotein particle receptor binding","GO:0070653","true","0.00073799289888768","3.1319478170234802","3","246","3","20139","APOA1,APOA2,APOC3"
"GO:MF","collagen binding","GO:0005518","true","0.0007973382914964002","3.0983573787810084","69","246","8","20139","TNXB,LUM,VWF,ABI3BP,COMP,PCOLCE,SPARC,MRC2"
"GO:MF","serine-type endopeptidase activity","GO:0004252","true","0.0009396740639444145","3.0270227599928683","180","246","12","20139","CFB,F2,CFI,C1R,C2,C1S,KLK13,KLKB1,PRSS1,KLK8,F9,KLK11"
"GO:MF","calcium ion binding","GO:0005509","true","0.0011067247613695734","2.9559603732324717","718","246","25","20139","ACTN2,DSG3,DSC2,CRNN,MYL1,ITIH1,TNNC1,F2,CDH1,TNNC2,THBS4,COMP,CLEC3B,LTBP4,C1R,S100A1,SPTA1,LTBP2,SPARC,SELL,C1S,RCN3,CDH13,LDLR,F9"
"GO:MF","identical protein binding","GO:0042802","false","0.002080681203826047","2.6817944560811307","2143","246","50","20139","ACTN2,A2M,CFH,AHNAK,SERPINA1,ALDOA,TXN,FLNC,TTR,APOA1,TPM1,APOH,UGP2,SERPINC1,SOD1,AMBP,TNNC1,APOA2,CDH1,VWF,CRYAB,COL1A2,S100A1,MYOM3,NECTIN4,BIN1,SLC9A3R1,PFKM,C1S,CFHR2,TRIM72,SERPINF2,ALCAM,CST3,CDH13,KCTD12,BCHE,PTPA,GSTM2,GLUL,HSPB6,DCTN2,ADD1,EIF3J,LDLR,ADIPOQ,PAK2,SHMT1,SDCBP2,PCBD1"
"GO:MF","serine-type peptidase activity","GO:0008236","false","0.00251684433139944","2.599143645041596","198","246","12","20139","CFB,F2,CFI,C1R,C2,C1S,KLK13,KLKB1,PRSS1,KLK8,F9,KLK11"
"GO:MF","serine hydrolase activity","GO:0017171","false","0.0030862413089796496","2.5105701200547443","202","246","12","20139","CFB,F2,CFI,C1R,C2,C1S,KLK13,KLKB1,PRSS1,KLK8,F9,KLK11"
"GO:MF","complement binding","GO:0001848","true","0.005707461477907485","2.2435570110665783","26","246","5","20139","CFH,CFB,C8A,C8G,CFHR2"
"GO:MF","microfilament motor activity","GO:0000146","true","0.008358996662748308","2.07784584815694","28","246","5","20139","MYH2,MYH1,MYH7,MYH8,MYH3"
"GO:MF","enzyme binding","GO:0019899","false","0.019398070479668753","1.7122414670650323","2075","246","46","20139","APOB,A2M,SERPINA1,APOA1,GSTP1,SERPINB3,SERPINC1,SERPINB4,SOD1,ECM1,APOA2,CDH1,COL3A1,VWF,SERPINB13,COMP,CSTA,CKB,CSPG4,TIMP1,COL1A2,S100A1,PDLIM5,BIN1,SLC9A3R1,ANK1,TWF2,SELL,PFKM,TRIM72,SERPINF2,CST3,CRK,BCHE,PTPA,GSTM2,YBX1,CDC37,CADM4,DCTN2,SERPINB6,LDLR,ARHGAP1,PAK2,PTPN11,TIMP2"
"GO:MF","vitamin binding","GO:0019842","true","0.03990071353057731","1.3990193379066949","150","246","9","20139","PYGM,GC,GOT1,PYGB,RBP4,ADH7,C8G,FOLR2,SHMT1"
"GO:BP","negative regulation of peptidase activity","GO:0010466","true","1.4135189997917022e-29","28.849698349573302","212","243","37","21010","A2M,SERPINA1,AHSG,A2ML1,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,ECM1,AMBP,ITIH2,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,CD109,SERPINB13,SERPIND1,CRYAB,CSTA,TIMP1,SPINT1,BIN1,SERPINF2,SERPINA7,CST3,PI16,ITIH3,SERPINB6,SFRP2,PAK2,TIMP2"
"GO:BP","negative regulation of hydrolase activity","GO:0051346","false","5.251090638117866e-28","27.279750485370396","311","243","41","21010","A2M,SERPINA1,AHSG,A2ML1,APOA1,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,ECM1,AMBP,ITIH2,APOA2,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,CD109,SERPINB13,SERPIND1,CRYAB,CSTA,TIMP1,SPINT1,BIN1,SERPINF2,SERPINA7,CST3,PTPA,PI16,ITIH3,SERPINB6,SFRP2,PAK2,TIMP2,APOC3"
"GO:BP","negative regulation of proteolysis","GO:0045861","false","1.3386903160278429e-24","23.873319878249777","309","243","38","21010","A2M,SERPINA1,AHSG,A2ML1,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,ECM1,AMBP,ITIH2,F2,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,CD109,SERPINB13,SERPIND1,CRYAB,CSTA,TIMP1,SPINT1,BIN1,SERPINF2,SERPINA7,CST3,PI16,ITIH3,SERPINB6,SFRP2,PAK2,TIMP2"
"GO:BP","regulation of peptidase activity","GO:0052547","false","1.3430740043032275e-20","19.871900056746732","397","243","38","21010","A2M,SERPINA1,AHSG,A2ML1,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,ECM1,AMBP,ITIH2,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,CD109,SERPINB13,SERPIND1,CRYAB,CSTA,TIMP1,SPINT1,BIN1,SERPINF2,RCN3,SERPINA7,CST3,PI16,ITIH3,SERPINB6,SFRP2,PAK2,TIMP2"
"GO:BP","negative regulation of catalytic activity","GO:0043086","false","3.7040728289647707e-20","19.431320482868458","612","243","45","21010","A2M,SERPINA1,AHSG,A2ML1,APOA1,GSTP1,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,ECM1,AMBP,ITIH2,APOA2,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,CD109,SERPINB13,SERPIND1,CRYAB,CSTA,TIMP1,AGT,SPINT1,BIN1,SERPINF2,SERPINA7,CST3,PTPA,PI16,ITIH3,SERPINB6,SFRP2,ADIPOQ,PAK2,PHPT1,TIMP2,APOC3"
"GO:BP","negative regulation of endopeptidase activity","GO:0010951","false","1.6618466869838925e-19","18.779409044371462","139","243","25","21010","A2M,SERPINA1,AHSG,SERPINB5,SERPINB3,KNG1,SERPINB4,SPINK5,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,SERPINB13,SERPIND1,CRYAB,TIMP1,BIN1,SERPINF2,SERPINA7,CST3,SERPINB6,SFRP2,PAK2,TIMP2"
"GO:BP","complement activation","GO:0006956","true","2.0878711205817213e-18","17.680296312828613","56","243","18","21010","C3,A2M,CFH,CFB,C5,CFI,C9,C8B,C1R,C8A,C6,C7,C8G,C2,C1S,CFHR2,CD55,CFP"
"GO:BP","negative regulation of molecular function","GO:0044092","false","5.0007229799914014e-17","16.3009672029595","956","243","51","21010","ACTN2,A2M,SERPINA1,AHSG,A2ML1,APOA1,GSTP1,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,ECM1,AMBP,ITIH2,APOA2,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,CD109,SERPINB13,SERPIND1,CRYAB,CSTA,TIMP1,AGT,SPINT1,BIN1,SLC9A3R1,CFHR2,SERPINF2,PTPRF,SERPINA7,CST3,PTPA,GSTM2,PI16,ITIH3,SERPINB6,SFRP2,NUCKS1,ADIPOQ,PAK2,PHPT1,TIMP2,APOC3"
"GO:BP","negative regulation of protein metabolic process","GO:0051248","false","4.771240858995724e-15","14.321368659087177","981","243","49","21010","A2M,SERPINA1,CP,AHSG,A2ML1,GSTP1,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,ECM1,AMBP,ITIH2,F2,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,CD109,SERPINB13,SERPIND1,CRYAB,CSTA,TIMP1,AGT,SPINT1,BIN1,SERPINF2,SERPINA7,CST3,SERBP1,PTPA,YBX1,PI16,ITIH3,CADM4,SERPINB6,SFRP2,LDLR,ADIPOQ,PAK2,SHMT1,NIBAN1,TIMP2"
"GO:BP","regulation of proteolysis","GO:0030162","false","1.1583875328161045e-14","13.936146125230412","693","243","41","21010","A2M,SERPINA1,AHSG,A2ML1,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,ECM1,AMBP,ITIH2,F2,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,CD109,SERPINB13,SERPIND1,CLEC3B,CRYAB,CSTA,TIMP1,SPINT1,BIN1,KLKB1,SERPINF2,RCN3,SERPINA7,CST3,PI16,ITIH3,SERPINB6,SFRP2,PAK2,TIMP2"
"GO:BP","complement activation, classical pathway","GO:0006958","false","4.483485178239894e-14","13.348384261618046","33","243","13","21010","C3,CFB,C5,CFI,C9,C8B,C8A,C6,C7,C8G,C2,C1S,CD55"
"GO:BP","humoral immune response mediated by circulating immunoglobulin","GO:0002455","false","1.8175913100505402e-13","12.740503762336878","46","243","14","21010","HPX,C3,CFB,C5,CFI,C9,C8B,C8A,C6,C7,C8G,C2,C1S,CD55"
"GO:BP","complement activation, alternative pathway","GO:0006957","false","5.362641192510548e-13","12.27062126015529","16","243","10","21010","C3,CFH,CFB,C5,C9,C8B,C8A,C7,C8G,CFP"
"GO:BP","regulation of hydrolase activity","GO:0051336","false","8.23593627110571e-13","12.084287022570544","944","243","45","21010","A2M,SERPINA1,AHSG,A2ML1,APOA1,APOH,SERPINB5,SERPINB3,KNG1,ITIH1,SERPINC1,SERPINB4,ITIH4,SPINK5,SOD1,ECM1,AMBP,ITIH2,APOA2,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,CD109,SERPINB13,SERPIND1,CRYAB,CSTA,TIMP1,SPINT1,BIN1,SERPINF2,RCN3,SERPINA7,CST3,CRK,PTPA,PI16,ITIH3,SERPINB6,SFRP2,PAK2,TIMP2,APOC3"
"GO:BP","regulation of endopeptidase activity","GO:0052548","false","5.5241283133096624e-12","11.257736242273866","308","243","26","21010","A2M,SERPINA1,AHSG,A2ML1,SERPINB5,SERPINB3,KNG1,SERPINB4,SPINK5,SERPINB1,SERPINA3,CAST,HRG,SERPINF1,SERPINB13,SERPIND1,CRYAB,TIMP1,BIN1,SERPINF2,SERPINA7,CST3,SERPINB6,SFRP2,PAK2,TIMP2"
"GO:BP","response to stress","GO:0006950","true","1.2732214409747144e-11","10.89509605649574","3909","243","97","21010","HPX,C3,A2M,MYH7,CFH,AHNAK,SERPINA1,MB,TXN,AHSG,DSC2,APOA1,TPM1,GSTP1,APOH,CRNN,SERPINB3,SPRR3,KNG1,PPL,CFB,SERPINC1,SERPINB4,ITIH4,SPINK5,SOD1,F13A1,ECM1,AMBP,F2,SOD3,PGLYRP2,SERPINA3,C5,COL3A1,VWF,CFI,GBP6,HRG,LRG1,THBS4,ABI3BP,CD109,COMP,C9,SERPIND1,C8B,CRYAB,CD163,C1R,C8A,TIMP1,EVPL,C6,AGT,MCAM,COL18A1,C7,C8G,C2,CRISP3,C1S,CFHR2,TRIM72,KLKB1,SERPINF2,CD55,CD14,RCN3,PTPRF,PDLIM1,FOLR2,NACA,CST3,MRC1,CRK,NCCRP1,GSTM2,GLUL,YBX1,CDC37,CADM4,KLK8,SERPINB6,CFP,SFRP2,NUCKS1,LDLR,F9,ADIPOQ,PAK2,UFM1,NIBAN1,PPP1R14B,PTPN11,HP1BP3,MYLK"
"GO:BP","wound healing","GO:0042060","false","2.3086317310925745e-11","10.636645339456198","419","243","29","21010","AHNAK,SERPINA1,TPM1,APOH,SPRR3,KNG1,PPL,SERPINC1,F13A1,F2,COL3A1,VWF,HRG,LRG1,ABI3BP,CD109,COMP,SERPIND1,TIMP1,EVPL,MCAM,TRIM72,KLKB1,SERPINF2,NACA,CRK,CADM4,F9,MYLK"
"GO:BP","proteolysis","GO:0006508","false","3.0328459328824924e-11","10.51814965108019","1766","243","60","21010","A2M,CFH,SERPINA1,AHSG,A2ML1,APOH,SERPINB5,SERPINB3,KNG1,ITIH1,CFB,SERPINC1,SERPINB4,ITIH4,SPINK5,ECM1,AMBP,ITIH2,F2,SERPINB1,SERPINA3,CAST,CFI,HRG,SERPINF1,CD109,SERPINB13,COMP,SERPIND1,CLEC3B,CRYAB,PCOLCE,CSTA,C1R,TIMP1,SPINT1,BIN1,C2,C1S,TRIM72,KLK13,KLKB1,SERPINF2,RCN3,SERPINA7,CST3,BCHE,PRSS1,NCCRP1,PI16,ITIH3,KLK8,SERPINB6,SFRP2,F9,PAK2,SHMT1,KLK11,COPS2,TIMP2"
"GO:BP","humoral immune response","GO:0006959","false","3.4952274482326696e-11","10.456524557744247","249","243","23","21010","HPX,C3,A2M,CFH,CFB,SPINK5,F2,C5,CFI,HRG,C9,C8B,C1R,C8A,EVPL,C6,C7,C8G,C2,C1S,CFHR2,CD55,CFP"
"GO:BP","response to stimulus","GO:0050896","false","5.247145439125254e-11","10.280076897964008","8955","243","162","21010","HPX,C3,APOB,ACTN2,A2M,MYH7,CFH,AHNAK,SERPINA1,MB,TNXB,TXN,TTR,AHSG,DSC2,APOA1,TPM1,GSTP1,GOT1,APOH,IVL,CRNN,SERPINB3,SPRR3,KNG1,PPL,CFB,SERPINC1,IGHG2,SERPINB4,ITIH4,IGLC2,SPINK5,CA3,SOD1,F13A1,ECM1,AMBP,TNNC1,F2,SOD3,DCN,PGLYRP2,APOA2,CDH1,SERPINA3,RBP4,C5,COL3A1,VWF,CFI,GBP6,HRG,AKR1B10,LRG1,THBS4,ADH7,ABI3BP,SERPINF1,CD109,SERPINB13,COMP,C9,SERPIND1,CLEC3B,C8B,CRYAB,CD163,LTBP4,C1R,C8A,CSPG4,ACO1,TIMP1,ALDH3A1,COL1A2,EVPL,NIBAN2,C6,S100A1,AGT,SPINT1,MCAM,LTBP2,COL18A1,C7,C8G,C2,SLC9A3R1,ANK1,CRISP3,TWF2,SELL,C1S,CFHR2,TRIM72,KLKB1,SERPINF2,CES1,CD55,TNNI1,AKR1C1,CD14,RCN3,PTPRF,PDLIM1,FOLR2,OGN,NACA,GPC1,TWF1,ALCAM,CST3,CILP,CDH13,MRC1,CRK,OLFML1,KCTD12,BCHE,CBR3,PDAP1,NCCRP1,GSTM2,GLUL,YBX1,PI16,CDC37,CADM4,SAFB,ADD1,KLK8,SERPINB6,TJP1,CFP,SFRP2,PEA15,NUCKS1,LDLR,F9,ADIPOQ,PPP2R2A,MXRA5,ARHGAP1,PAK2,PHPT1,SHMT1,UFM1,EFNB1,COPS2,H2AZ1,SDCBP2,NIBAN1,PPP1R14B,PTPN11,HP1BP3,TIMP2,APOC3,RBBP9,TOM1,IGKV4-1,MYLK"
