"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","small molecule binding","GO:0036094","false","0.0005486036089426349","3.2607413397524216","2583","173","46","20139","MYH9,SOD2,MYH11,ATP5F1B,HSPD1,ATP1A1,GLUD1,EGFR,PRKDC,AGRN,IDH2,ATP5F1A,HSPA9,AIFM1,CCT2,HSPE1,ATP2A2,TCP1,IGF2R,CCT7,OGDH,RAB2A,PRMT1,EHD1,PFKP,LMAN2,MTHFD1,DDX17,RAP1B,PSAT1,ACOT7,CYBB,PCYOX1,PARP1,PSMC2,PSMC5,RALA,SUCLG1,DPYD,CAMK2D,SCP2,OAT,RUVBL2,RHOG,FARSB,CAPRIN1"
"GO:MF","glycosaminoglycan binding","GO:0005539","false","0.0008604804118122765","3.0652590116102925","242","173","12","20139","LTF,FBN1,POSTN,MPO,AGRN,LAMC2,CTSG,ELANE,PAFAH1B1,PTPRC,GPNMB,THBS2"
"GO:MF","collagen binding","GO:0005518","false","0.0014233432829082405","2.8466903438419147","69","173","7","20139","PPIB,COL6A2,NID1,ITGB1,SERPINH1,MMP9,NID2"
"GO:MF","enzyme binding","GO:0019899","false","0.003420159674802667","2.465953617842427","2075","173","38","20139","SOD2,PPIB,LMNB1,HSPD1,LAMP1,EGFR,PRKDC,PRDX3,ATP5F1A,TFRC,HSPA9,STOM,CTSG,ITGB1,NDRG1,ELANE,CCT2,TPR,ATP2A2,PAFAH1B1,TCP1,IGF2R,PTPRC,SLC2A1,PRMT1,EHD1,UQCRC1,PRTN3,PPP3CA,ATP1B3,PARP1,PLAUR,RALA,FAM83H,RUVBL2,PCNA,RHOG,SFPQ"
"GO:MF","structural constituent of cytoskeleton","GO:0005200","false","0.004050987362288627","2.3924391116662944","113","173","8","20139","KRT14,KRT6A,KRT6B,KRT5,KRT16,KRT19,LMNB1,AGRN"
"GO:MF","ATP-dependent protein folding chaperone","GO:0140662","true","0.004229224050511752","2.3737393067368893","31","173","5","20139","HSPD1,HSPA9,CCT2,TCP1,CCT7"
"GO:MF","nucleotide binding","GO:0000166","false","0.00444187650371791","2.3524335201908366","2182","173","39","20139","MYH9,MYH11,ATP5F1B,HSPD1,ATP1A1,GLUD1,EGFR,PRKDC,IDH2,ATP5F1A,HSPA9,AIFM1,CCT2,HSPE1,ATP2A2,TCP1,CCT7,RAB2A,PRMT1,EHD1,PFKP,MTHFD1,DDX17,RAP1B,ACOT7,CYBB,PCYOX1,PARP1,PSMC2,PSMC5,RALA,SUCLG1,DPYD,CAMK2D,SCP2,RUVBL2,RHOG,FARSB,CAPRIN1"
"GO:MF","nucleoside phosphate binding","GO:1901265","false","0.004490411356061773","2.347713872474486","2183","173","39","20139","MYH9,MYH11,ATP5F1B,HSPD1,ATP1A1,GLUD1,EGFR,PRKDC,IDH2,ATP5F1A,HSPA9,AIFM1,CCT2,HSPE1,ATP2A2,TCP1,CCT7,RAB2A,PRMT1,EHD1,PFKP,MTHFD1,DDX17,RAP1B,ACOT7,CYBB,PCYOX1,PARP1,PSMC2,PSMC5,RALA,SUCLG1,DPYD,CAMK2D,SCP2,RUVBL2,RHOG,FARSB,CAPRIN1"
"GO:MF","binding","GO:0005488","false","0.005911992162662632","2.228266150343039","18282","173","171","20139","MYH9,KRT14,KRT6A,KRT6B,KRT5,KRT6C,KRT16,KRT17,LTF,COL12A1,TNC,KRT19,FBN1,POSTN,MPO,KRT8,SOD2,MYH11,PDIA4,PPIB,LMNB1,ATP5F1B,COL6A2,HSPD1,LAMP1,ATP1A1,TAGLN,GLUD1,EGFR,LAMA3,CANX,PRKDC,LAMB1,GANAB,GLG1,AGRN,TGM1,COPB2,COL7A1,LAMC2,NID1,PRDX3,UGGT1,MYOF,ANXA3,IDH2,ATP5F1A,TFRC,HSPA9,SLC3A2,STOM,RPN1,CTSG,COPA,CKAP4,AIFM1,ITGB1,CORO1A,PKP1,PSMD2,SERPINH1,COPG1,NDRG1,MZB1,ELANE,CCT2,TPR,HEXB,DLST,HSPE1,ATP2A2,GAA,PAFAH1B1,TCP1,MYDGF,HLA-C,COPB1,SND1,MMP9,ANXA7,HLA-A,NID2,IGF2R,MANF,PSMB9,LAMA5,PTPRC,RPN2,CCT7,OGDH,RAB2A,GPNMB,SSBP1,HNRNPR,SLC2A1,PRMT1,EHD1,ANXA8L1,HNRNPH1,UQCRC1,PFKP,SLC25A3,PSMB10,HNRNPL,LMAN2,SEC31A,MTHFD1,THBS2,HLA-DRA,DDX17,S100A12,RAP1B,ARCN1,DDOST,PSAT1,S100P,PRTN3,EIF2S1,ACOT7,PPP3CA,RPS16,CYBB,ARG1,RPL3,PCYOX1,PXDN,ATP1B3,NAPA,RPL4,PSMD12,ECHS1,FERMT3,RPL7A,PARP1,RPL14,NUCB2,SNRPD2,ADA,PSMC2,RPS18,TSNAX,PSMC5,EFHD2,PLAUR,MACF1,TPP2,DERA,RALA,SUCLG1,PSMD6,DPYD,CAMK2D,SCP2,FAM83H,OAT,RUVBL2,PCNA,RHOG,FARSB,PSME3,RPS26,SFPQ,LIN7C,DYSF,SURF4,TARDBP,CAPRIN1,EML4,PFDN5,PRCP,SNRPF"
"GO:MF","protein folding chaperone","GO:0044183","false","0.008486479593353316","2.071272428748824","60","173","6","20139","HSPD1,HSPA9,CCT2,HSPE1,TCP1,CCT7"
"GO:MF","proteoglycan binding","GO:0043394","false","0.00906334250328549","2.042711607728969","36","173","5","20139","TNC,AGRN,NID1,PTPRC,GPNMB"
"GO:MF","structural constituent of skin epidermis","GO:0030280","false","0.00906334250328549","2.042711607728969","36","173","5","20139","KRT6A,KRT6B,KRT5,KRT6C,PKP1"
"GO:MF","calcium ion binding","GO:0005509","true","0.009461354725560547","2.0240466746223142","718","173","19","20139","FBN1,CANX,AGRN,NID1,MYOF,ANXA3,ATP2A2,ANXA7,NID2,EHD1,ANXA8L1,THBS2,S100A12,S100P,PPP3CA,NUCB2,EFHD2,MACF1,DYSF"
"GO:MF","anion binding","GO:0043168","true","0.026566275743119535","1.5756693239329034","2446","173","40","20139","MYH9,MYH11,ATP5F1B,HSPD1,ATP1A1,GLUD1,EGFR,PRKDC,AGRN,ATP5F1A,HSPA9,AIFM1,CCT2,HSPE1,ATP2A2,TCP1,IGF2R,CCT7,OGDH,RAB2A,EHD1,PFKP,MTHFD1,DDX17,RAP1B,PSAT1,ACOT7,CYBB,PCYOX1,PSMC2,PSMC5,RALA,DPYD,CAMK2D,SCP2,OAT,RUVBL2,RHOG,FARSB,CAPRIN1"
"GO:MF","RNA binding","GO:0003723","true","0.035558501197093244","1.4490565529760073","3113","173","47","20139","MYH9,PDIA4,PPIB,HSPD1,CANX,PRKDC,GANAB,ATP5F1A,TFRC,HSPA9,SLC3A2,RPN1,CKAP4,CORO1A,SERPINH1,TPR,HSPE1,TCP1,SND1,ANXA7,HLA-A,MANF,SSBP1,HNRNPR,PRMT1,HNRNPH1,HNRNPL,DDX17,ARCN1,EIF2S1,RPS16,RPL3,RPL4,RPL7A,PARP1,RPL14,SNRPD2,RPS18,TSNAX,MACF1,SUCLG1,FARSB,RPS26,SFPQ,TARDBP,CAPRIN1,SNRPF"
"GO:BP","response to organic substance","GO:0010033","true","2.3353404128523294e-8","7.631649805184446","2775","172","57","21010","LTF,TNC,KRT19,FBN1,POSTN,MPO,KRT8,SOD2,ATP5F1B,COL6A2,HSPD1,ATP1A1,EGFR,CANX,PRKDC,AGRN,PRDX3,UGGT1,ANXA3,ATP5F1A,TFRC,SLC3A2,CTSG,AIFM1,ITGB1,CORO1A,SERPINH1,MZB1,ELANE,TPR,HSPE1,PAFAH1B1,MMP9,IGF2R,MANF,PTPRC,SLC2A1,UQCRC1,PFKP,SEC31A,DDX17,RAP1B,DDOST,S100P,EIF2S1,PPP3CA,RPS16,CYBB,ARG1,RPL3,PXDN,PARP1,ADA,CAMK2D,RUVBL2,PCNA,PRCP"
"GO:BP","response to chemical","GO:0042221","false","0.000009140305520460475","5.03903928745736","3975","172","65","21010","LTF,TNC,KRT19,FBN1,POSTN,MPO,KRT8,SOD2,PPIB,ATP5F1B,COL6A2,HSPD1,ATP1A1,EGFR,CANX,PRKDC,AGRN,PRDX3,UGGT1,ANXA3,ATP5F1A,TFRC,SLC3A2,CTSG,AIFM1,ITGB1,CORO1A,SERPINH1,NDRG1,MZB1,ELANE,TPR,HSPE1,ATP2A2,PAFAH1B1,MMP9,IGF2R,MANF,PTPRC,GPNMB,SLC2A1,UQCRC1,PFKP,SEC31A,DDX17,S100A12,RAP1B,DDOST,S100P,EIF2S1,PPP3CA,RPS16,CYBB,ARG1,RPL3,PXDN,PARP1,ADA,PLAUR,RALA,CAMK2D,RUVBL2,PCNA,RHOG,PRCP"
"GO:BP","tissue development","GO:0009888","true","0.000015382406719478425","4.812975709839064","2004","172","42","21010","KRT14,KRT6A,KRT6B,KRT5,KRT6C,KRT16,KRT17,LTF,COL12A1,TNC,KRT19,POSTN,MYH11,TAGLN,EGFR,LAMA3,PRKDC,LAMB1,GLG1,TGM1,COL7A1,LAMC2,ITGB1,SERPINH1,ATP2A2,GAA,PAFAH1B1,MMP9,ANXA7,LAMA5,PTPRC,PRMT1,MTHFD1,DDX17,RAP1B,PPP3CA,PARP1,ADA,RALA,FAM83H,PCNA,LIN7C"
"GO:BP","cell migration","GO:0016477","true","0.000016644867291746916","4.778719663090178","1475","172","35","21010","MYH9,KRT5,KRT16,TNC,POSTN,SOD2,PPIB,ATP5F1B,EGFR,LAMA3,LAMB1,LAMC2,ANXA3,ATP5F1A,CTSG,ITGB1,CORO1A,ELANE,HEXB,PAFAH1B1,MMP9,LAMA5,PTPRC,OGDH,GPNMB,S100A12,S100P,PRTN3,PPP3CA,FERMT3,ADA,MACF1,FAM83H,RHOG,PRCP"
"GO:BP","intermediate filament cytoskeleton organization","GO:0045104","true","0.00001889231067056974","4.7237149213737215","75","172","9","21010","KRT14,KRT5,KRT6C,KRT16,KRT17,KRT19,PKP1,MACF1,FAM83H"
"GO:BP","intermediate filament-based process","GO:0045103","false","0.0000212806899740031","4.6720142952188874","76","172","9","21010","KRT14,KRT5,KRT6C,KRT16,KRT17,KRT19,PKP1,MACF1,FAM83H"
"GO:BP","cell adhesion","GO:0007155","true","0.000027261686229730313","4.564447285052396","1504","172","35","21010","MYH9,COL12A1,TNC,FBN1,POSTN,ATP5F1B,COL6A2,HSPD1,EGFR,LAMA3,LAMB1,COL7A1,LAMC2,NID1,TFRC,CTSG,ITGB1,CORO1A,PKP1,ELANE,ATP2A2,HLA-A,NID2,LAMA5,PTPRC,GPNMB,THBS2,HLA-DRA,PPP3CA,ARG1,PXDN,FERMT3,ADA,PLAUR,MACF1"
"GO:BP","locomotion","GO:0040011","false","0.00003167989754494746","4.499216231619663","1225","172","31","21010","KRT5,KRT16,TNC,POSTN,SOD2,PPIB,ATP5F1B,EGFR,LAMA3,LAMB1,LAMC2,ANXA3,ATP5F1A,CTSG,ITGB1,CORO1A,ELANE,MMP9,LAMA5,PTPRC,GPNMB,S100A12,PPP3CA,FERMT3,ADA,PLAUR,MACF1,RALA,FAM83H,RHOG,PRCP"
"GO:BP","anatomical structure development","GO:0048856","false","0.00004551641140319588","4.341831985831482","5862","172","82","21010","MYH9,KRT14,KRT6A,KRT6B,KRT5,KRT6C,KRT16,KRT17,LTF,COL12A1,TNC,KRT19,FBN1,POSTN,KRT8,SOD2,MYH11,PPIB,ATP5F1B,HSPD1,TAGLN,GLUD1,EGFR,LAMA3,PRKDC,LAMB1,GLG1,AGRN,TGM1,COL7A1,LAMC2,NID1,PRDX3,ANXA3,TFRC,HSPA9,AIFM1,ITGB1,CORO1A,SERPINH1,NDRG1,HEXB,ATP2A2,GAA,PAFAH1B1,MYDGF,MMP9,ANXA7,IGF2R,MANF,LAMA5,PTPRC,OGDH,GPNMB,SSBP1,SLC2A1,PRMT1,EHD1,PSMB10,MTHFD1,THBS2,HLA-DRA,DDX17,RAP1B,ARCN1,PRTN3,PPP3CA,CYBB,PXDN,NAPA,PARP1,ADA,MACF1,RALA,FAM83H,RUVBL2,PCNA,RHOG,LIN7C,CAPRIN1,PFDN5,PRCP"
"GO:BP","biological process involved in symbiotic interaction","GO:0044403","true","0.00011951450740847797","3.9225793741715993","321","172","15","21010","KRT6A,LTF,PPIB,HSPD1,LAMP1,EGFR,TFRC,SLC3A2,STOM,CTSG,ITGB1,ELANE,IGF2R,ARG1,TARDBP"
"GO:BP","developmental process","GO:0032502","false","0.00012003603741346184","3.9206883497839446","6414","172","86","21010","MYH9,KRT14,KRT6A,KRT6B,KRT5,KRT6C,KRT16,KRT17,LTF,COL12A1,TNC,KRT19,FBN1,POSTN,KRT8,SOD2,MYH11,PPIB,ATP5F1B,HSPD1,TAGLN,GLUD1,EGFR,LAMA3,PRKDC,LAMB1,GLG1,AGRN,TGM1,COL7A1,LAMC2,NID1,PRDX3,ANXA3,TFRC,HSPA9,AIFM1,ITGB1,CORO1A,SERPINH1,NDRG1,HEXB,HSPE1,ATP2A2,GAA,PAFAH1B1,MYDGF,SND1,MMP9,ANXA7,IGF2R,MANF,LAMA5,PTPRC,OGDH,GPNMB,SSBP1,SLC2A1,PRMT1,EHD1,PSMB10,MTHFD1,THBS2,HLA-DRA,DDX17,RAP1B,ARCN1,PRTN3,PPP3CA,CYBB,PXDN,NAPA,PARP1,ADA,PSMC2,TSNAX,MACF1,RALA,FAM83H,RUVBL2,PCNA,RHOG,LIN7C,CAPRIN1,PFDN5,PRCP"
"GO:BP","organonitrogen compound metabolic process","GO:1901564","true","0.00018643068132172806","3.729482613268393","6362","172","85","21010","MYH9,KRT17,LTF,PDIA4,PPIB,ATP5F1B,HSPD1,GLUD1,EGFR,CANX,PRKDC,GANAB,GLG1,TGM1,COL7A1,PRDX3,UGGT1,IDH2,ATP5F1A,TFRC,HSPA9,RPN1,CTSG,AIFM1,PSMD2,SERPINH1,ELANE,CCT2,TPR,HEXB,DLST,HSPE1,PAFAH1B1,TCP1,MYDGF,MMP9,PSMB9,PTPRC,RPN2,CCT7,OGDH,GPNMB,HNRNPR,PRMT1,ANXA8L1,PSMB10,MTHFD1,S100A12,DDOST,PSAT1,PRTN3,EIF2S1,ACOT7,PPP3CA,RPS16,ARG1,RPL3,PCYOX1,RPL4,PSMD12,ECHS1,RPL7A,PARP1,RPL14,ADA,PSMC2,RPS18,PSMC5,PLAUR,TPP2,DERA,DPP7,SUCLG1,PSMD6,DPYD,CAMK2D,OAT,RUVBL2,FARSB,PSME3,RPS26,TARDBP,CAPRIN1,PFDN5,PRCP"
"GO:BP","protein maturation","GO:0051604","false","0.00020045387781270397","3.697985537835164","543","172","19","21010","MYH9,PDIA4,PPIB,HSPD1,CANX,GLG1,UGGT1,HSPA9,CTSG,SERPINH1,CCT2,HSPE1,TCP1,CCT7,PARP1,PLAUR,RUVBL2,PFDN5,PRCP"
"GO:BP","epidermis development","GO:0008544","false","0.00023897032013015193","3.6216560346339364","388","172","16","21010","KRT14,KRT6A,KRT6B,KRT5,KRT6C,KRT16,KRT17,EGFR,LAMA3,TGM1,COL7A1,LAMC2,ATP2A2,PAFAH1B1,LAMA5,PPP3CA"
"GO:BP","cellular localization","GO:0051641","true","0.00027655804643408085","3.5582137012480306","3652","172","58","21010","MYH9,KRT5,FBN1,PDIA4,LMNB1,HSPD1,LAMP1,GLUD1,EGFR,CANX,AGRN,COPB2,MYOF,ANXA3,TFRC,HSPA9,STOM,COPA,AIFM1,ITGB1,CORO1A,COPG1,CCT2,TPR,HEXB,ATP2A2,GAA,PAFAH1B1,TCP1,COPB1,IGF2R,LAMA5,PTPRC,CCT7,RAB2A,EHD1,ANXA8L1,LMAN2,SEC31A,TMED7,RAP1B,ARCN1,PPP3CA,ATP1B3,NAPA,PARP1,MACF1,RALA,CAMK2D,SCP2,FAM83H,RUVBL2,RHOG,LIN7C,DYSF,SURF4,TARDBP,EML4"
"GO:BP","regulation of cell migration","GO:0030334","false","0.0002844531716219379","3.5459892195329568","928","172","25","21010","KRT5,KRT16,TNC,POSTN,SOD2,ATP5F1B,EGFR,LAMA3,LAMB1,LAMC2,ANXA3,ATP5F1A,ITGB1,CORO1A,ELANE,MMP9,LAMA5,PTPRC,GPNMB,PPP3CA,FERMT3,ADA,MACF1,FAM83H,PRCP"
"GO:BP","protein folding","GO:0006457","false","0.00037066100487759523","3.4310231012034733","214","172","12","21010","PDIA4,PPIB,HSPD1,CANX,UGGT1,HSPA9,CCT2,HSPE1,TCP1,CCT7,RUVBL2,PFDN5"
"GO:BP","cell motility","GO:0048870","false","0.0003913881154751642","3.407392365857165","1676","172","35","21010","MYH9,KRT5,KRT16,TNC,POSTN,SOD2,PPIB,ATP5F1B,EGFR,LAMA3,LAMB1,LAMC2,ANXA3,ATP5F1A,CTSG,ITGB1,CORO1A,ELANE,HEXB,PAFAH1B1,MMP9,LAMA5,PTPRC,OGDH,GPNMB,S100A12,S100P,PRTN3,PPP3CA,FERMT3,ADA,MACF1,FAM83H,RHOG,PRCP"
"GO:BP","cellular response to chemical stimulus","GO:0070887","false","0.0004492466131479751","3.34751518833516","2691","172","47","21010","LTF,TNC,FBN1,POSTN,MPO,KRT8,SOD2,PPIB,ATP5F1B,HSPD1,ATP1A1,EGFR,PRKDC,AGRN,PRDX3,UGGT1,ATP5F1A,TFRC,CTSG,AIFM1,CORO1A,NDRG1,MZB1,TPR,ATP2A2,PAFAH1B1,MMP9,PTPRC,SLC2A1,PFKP,DDX17,S100A12,RAP1B,EIF2S1,PPP3CA,RPS16,CYBB,ARG1,RPL3,PXDN,PARP1,ADA,CAMK2D,RUVBL2,PCNA,RHOG,PRCP"
"GO:BP","cell killing","GO:0001906","true","0.00045267143248628943","3.344216912407871","218","172","12","21010","KRT6A,LTF,LAMP1,CTSG,CORO1A,ELANE,HLA-C,HLA-A,PTPRC,HLA-DRA,S100A12,ARG1"
"GO:BP","multicellular organismal process","GO:0032501","false","0.0006162503810789984","3.2102427991541376","7648","172","95","21010","MYH9,KRT14,KRT6A,KRT6B,KRT5,KRT6C,KRT16,KRT17,LTF,COL12A1,TNC,KRT19,FBN1,POSTN,MPO,KRT8,SOD2,MYH11,PPIB,ATP5F1B,HSPD1,LAMP1,ATP1A1,GLUD1,EGFR,LAMA3,PRKDC,LAMB1,GLG1,AGRN,TGM1,COL7A1,NID1,PRDX3,MYOF,ANXA3,ATP5F1A,TFRC,HSPA9,CTSG,COPA,AIFM1,ITGB1,CORO1A,SERPINH1,NDRG1,MZB1,ELANE,HEXB,HSPE1,ATP2A2,GAA,PAFAH1B1,MYDGF,SND1,MMP9,HLA-A,IGF2R,MANF,LAMA5,PTPRC,OGDH,GPNMB,SLC2A1,PRMT1,EHD1,PSMB10,MTHFD1,THBS2,HLA-DRA,S100A12,ARCN1,DDOST,S100P,PPP3CA,CYBB,ARG1,PXDN,NAPA,FERMT3,PARP1,ADA,PSMC2,TSNAX,PLAUR,MACF1,RALA,CAMK2D,OAT,RUVBL2,PCNA,DYSF,CAPRIN1,PFDN5,PRCP"
"GO:BP","regulation of cell adhesion","GO:0030155","false","0.0006625737769008424","3.178765756459832","772","172","22","21010","TNC,POSTN,ATP5F1B,HSPD1,LAMA3,LAMB1,NID1,TFRC,CTSG,CORO1A,ELANE,HLA-A,LAMA5,PTPRC,GPNMB,HLA-DRA,PPP3CA,ARG1,FERMT3,ADA,PLAUR,MACF1"
"GO:BP","response to inorganic substance","GO:0010035","false","0.0006831948856115679","3.1654553934299825","530","172","18","21010","MPO,KRT8,SOD2,EGFR,PRDX3,ATP5F1A,TFRC,AIFM1,NDRG1,MMP9,SEC31A,EIF2S1,PPP3CA,CYBB,PARP1,ADA,CAMK2D,PCNA"
"GO:BP","external encapsulating structure organization","GO:0045229","true","0.0008281771640458444","3.081876748798153","323","172","14","21010","COL12A1,POSTN,MYH11,LAMB1,TGM1,COL7A1,NID1,CTSG,ITGB1,SERPINH1,ELANE,MMP9,NID2,PXDN"
"GO:BP","regulation of cell motility","GO:2000145","false","0.0009147697395803181","3.0386882102116073","988","172","25","21010","KRT5,KRT16,TNC,POSTN,SOD2,ATP5F1B,EGFR,LAMA3,LAMB1,LAMC2,ANXA3,ATP5F1A,ITGB1,CORO1A,ELANE,MMP9,LAMA5,PTPRC,GPNMB,PPP3CA,FERMT3,ADA,MACF1,FAM83H,PRCP"
"GO:BP","positive regulation of cellular process","GO:0048522","false","0.0009254146662069868","3.0336636219721793","5711","172","77","21010","MYH9,KRT6A,KRT17,LTF,TNC,POSTN,SOD2,ATP5F1B,HSPD1,LAMP1,GLUD1,EGFR,PRKDC,LAMB1,AGRN,TGM1,LAMC2,NID1,PRDX3,ANXA3,ATP5F1A,TFRC,STOM,CTSG,AIFM1,ITGB1,CORO1A,PKP1,MZB1,ELANE,CCT2,TPR,HEXB,ATP2A2,PAFAH1B1,TCP1,MYDGF,HLA-C,MMP9,HLA-A,IGF2R,PTPRC,CCT7,GPNMB,SSBP1,HNRNPR,PRMT1,EHD1,LMAN2,THBS2,HLA-DRA,DDX17,S100A12,RAP1B,PRTN3,EIF2S1,PPP3CA,CYBB,ARG1,ATP1B3,FERMT3,PARP1,ADA,PSMC5,PLAUR,MACF1,RALA,CAMK2D,SCP2,FAM83H,RUVBL2,PCNA,RHOG,SFPQ,SURF4,TARDBP,CAPRIN1"
